GeneID	cellType	Source	ClusterID
BACH1	Mono3	Villani_S5	Mono3
AX747405	Mono3	Villani_S5	Mono3
RCBTB2	Mono3	Villani_S5	Mono3
CEBPD	Mono3	Villani_S5	Mono3
ALPK1	Mono3	Villani_S5	Mono3
LAT2	Mono3	Villani_S5	Mono3
OSBPL8	Mono3	Villani_S5	Mono3
PCNX	Mono3	Villani_S5	Mono3
LPPR2	Mono3	Villani_S5	Mono3
CCPG1	Mono3	Villani_S5	Mono3
DOCK5	Mono3	Villani_S5	Mono3
TUBA4A	Mono3	Villani_S5	Mono3
F2RL3	Mono3	Villani_S5	Mono3
NCF4	Mono3	Villani_S5	Mono3
FAM157B	Mono3	Villani_S5	Mono3
TECPR2	Mono3	Villani_S5	Mono3
SLA	Mono3	Villani_S5	Mono3
TM6SF1	Mono3	Villani_S5	Mono3
CRISPLD2	Mono3	Villani_S5	Mono3
FAS	Mono3	Villani_S5	Mono3
PADI4	Mono3	Villani_S5	Mono3
RUFY1	Mono3	Villani_S5	Mono3
AK302511	Mono3	Villani_S5	Mono3
PDE4B	Mono3	Villani_S5	Mono3
AK091866	Mono3	Villani_S5	Mono3
DQ580909	Mono3	Villani_S5	Mono3
FAM126B	Mono3	Villani_S5	Mono3
LRP10	Mono3	Villani_S5	Mono3
PADI2	Mono3	Villani_S5	Mono3
TRIB1	Mono3	Villani_S5	Mono3
ZDHHC18	Mono3	Villani_S5	Mono3
F5	Mono3	Villani_S5	Mono3
PDLIM7	Mono3	Villani_S5	Mono3
RBM47	Mono3	Villani_S5	Mono3
SIRPA	Mono3	Villani_S5	Mono3
ARHGAP26	Mono3	Villani_S5	Mono3
DSTYK	Mono3	Villani_S5	Mono3
TLR6	Mono3	Villani_S5	Mono3
FBXL13	Mono3	Villani_S5	Mono3
LOC649305	Mono3	Villani_S5	Mono3
P2RY8	Mono3	Villani_S5	Mono3
HBP1	Mono3	Villani_S5	Mono3
SGSM1	Mono3	Villani_S5	Mono3
ABCA1	Mono3	Villani_S5	Mono3
SEMA4D	Mono3	Villani_S5	Mono3
ABHD5	Mono3	Villani_S5	Mono3
MRS2P2	Mono3	Villani_S5	Mono3
PRF1	Mono4	Villani_S5	Mono4
GNLY	Mono4	Villani_S5	Mono4
KLRC4-KLRK1	Mono4	Villani_S5	Mono4
TCRBV3S1	Mono4	Villani_S5	Mono4
CTSW	Mono4	Villani_S5	Mono4
CCL5	Mono4	Villani_S5	Mono4
KLRD1	Mono4	Villani_S5	Mono4
FGFBP2	Mono4	Villani_S5	Mono4
NKG7	Mono4	Villani_S5	Mono4
IL2RB	Mono4	Villani_S5	Mono4
SPON2	Mono4	Villani_S5	Mono4
HOPX	Mono4	Villani_S5	Mono4
GZMA	Mono4	Villani_S5	Mono4
CST7	Mono4	Villani_S5	Mono4
ZAP70	Mono4	Villani_S5	Mono4
GPR56	Mono4	Villani_S5	Mono4
SYNE2	Mono4	Villani_S5	Mono4
KLRF1	Mono4	Villani_S5	Mono4
GZMH	Mono4	Villani_S5	Mono4
IL32	Mono4	Villani_S5	Mono4
TXK	Mono4	Villani_S5	Mono4
IFITM1	Mono4	Villani_S5	Mono4
IKZF3	Mono4	Villani_S5	Mono4
LCK	Mono4	Villani_S5	Mono4
TC2N	Mono4	Villani_S5	Mono4
S1PR5	Mono4	Villani_S5	Mono4
S100A8	Mono4	Villani_S5	Mono4
MCTP2	Mono4	Villani_S5	Mono4
S100A12	Mono4	Villani_S5	Mono4
CD96	Mono4	Villani_S5	Mono4
SAMD3	Mono4	Villani_S5	Mono4
TRGC2	Mono4	Villani_S5	Mono4
TTC38	Mono4	Villani_S5	Mono4
PXN	Mono4	Villani_S5	Mono4
S100A9	Mono4	Villani_S5	Mono4
SH2D1B	Mono4	Villani_S5	Mono4
LAIR2	Mono4	Villani_S5	Mono4
SYNE1	Mono4	Villani_S5	Mono4
PRKCH	Mono4	Villani_S5	Mono4
RARRES3	Mono4	Villani_S5	Mono4
PIK3R1	Mono4	Villani_S5	Mono4
CCL4	Mono4	Villani_S5	Mono4
PARP8	Mono4	Villani_S5	Mono4
TGFBR3	Mono4	Villani_S5	Mono4
GSTM1	Mono4	Villani_S5	Mono4
CD2	Mono4	Villani_S5	Mono4
CD247	Mono4	Villani_S5	Mono4
PDE4D	Mono4	Villani_S5	Mono4
PRDM1	Mono4	Villani_S5	Mono4
CBLB	Mono4	Villani_S5	Mono4
GIMAP1	Mono4	Villani_S5	Mono4
BC013828	Mono4	Villani_S5	Mono4
DENND2D	Mono4	Villani_S5	Mono4
GZMM	Mono4	Villani_S5	Mono4
SKAP1	Mono4	Villani_S5	Mono4
TMEM41A	Mono4	Villani_S5	Mono4
KLRB1	Mono4	Villani_S5	Mono4
PLEKHG3	Mono4	Villani_S5	Mono4
FCRL6	Mono4	Villani_S5	Mono4
PYHIN1	Mono4	Villani_S5	Mono4
AAK1	Mono4	Villani_S5	Mono4
CCR1	Mono4	Villani_S5	Mono4
IRS2	Mono4	Villani_S5	Mono4
STAT4	Mono4	Villani_S5	Mono4
IL18RAP	Mono4	Villani_S5	Mono4
INADL	Mono4	Villani_S5	Mono4
DIP2A	Mono4	Villani_S5	Mono4
LOC388692	Mono4	Villani_S5	Mono4
FAIM3	Mono4	Villani_S5	Mono4
CD160	Mono4	Villani_S5	Mono4
PAPD5	Mono4	Villani_S5	Mono4
PAM	Mono4	Villani_S5	Mono4
PIK3IP1	Mono4	Villani_S5	Mono4
PRSS23	Mono4	Villani_S5	Mono4
PVRIG	Mono4	Villani_S5	Mono4
VNN2	Mono4	Villani_S5	Mono4
CREB5	Mono4	Villani_S5	Mono4
CCND2	Mono4	Villani_S5	Mono4
RORA	Mono4	Villani_S5	Mono4
ATXN7	Mono4	Villani_S5	Mono4
PTPN4	Mono4	Villani_S5	Mono4
LIMK2	Mono4	Villani_S5	Mono4
SEPX1	Mono4	Villani_S5	Mono4
KLF12	Mono4	Villani_S5	Mono4
TRDC	Mono4	Villani_S5	Mono4
AK094156	Mono4	Villani_S5	Mono4
NCR3	Mono4	Villani_S5	Mono4
KIF21B	Mono4	Villani_S5	Mono4
PTGDR	Mono4	Villani_S5	Mono4
IER3	Mono4	Villani_S5	Mono4
ITK	Mono4	Villani_S5	Mono4
BTN3A2	Mono4	Villani_S5	Mono4
CPD	Mono4	Villani_S5	Mono4
NCAM1	Mono4	Villani_S5	Mono4
ZBTB16	Mono4	Villani_S5	Mono4
RAB27A	Mono4	Villani_S5	Mono4
RUNX3	Mono4	Villani_S5	Mono4
SLC25A37	Mono4	Villani_S5	Mono4
SLFN13	Mono4	Villani_S5	Mono4
GCA	Mono4	Villani_S5	Mono4
RASA3	Mono4	Villani_S5	Mono4
IPCEF1	Mono4	Villani_S5	Mono4
SCML4	Mono4	Villani_S5	Mono4
NID1	Mono4	Villani_S5	Mono4
PADI4	Mono4	Villani_S5	Mono4
S1PR1	Mono4	Villani_S5	Mono4
ZBTB38	Mono4	Villani_S5	Mono4
FCGR1A	Mono4	Villani_S5	Mono4
PARP15	Mono4	Villani_S5	Mono4
ETS1	Mono4	Villani_S5	Mono4
LAT	Mono4	Villani_S5	Mono4
TRPM2	Mono4	Villani_S5	Mono4
FNDC3B	Mono4	Villani_S5	Mono4
CCL3	Mono4	Villani_S5	Mono4
CLEC4D	Mono4	Villani_S5	Mono4
OPTN	Mono4	Villani_S5	Mono4
RASSF3	Mono4	Villani_S5	Mono4
LOC100216546	Mono4	Villani_S5	Mono4
IL1B	Mono4	Villani_S5	Mono4
GBP5	Mono4	Villani_S5	Mono4
ENC1	Mono4	Villani_S5	Mono4
KLRG1	Mono4	Villani_S5	Mono4
SYTL3	Mono4	Villani_S5	Mono4
BC051736	Mono4	Villani_S5	Mono4
TRAPPC10	Mono4	Villani_S5	Mono4
LIN54	Mono4	Villani_S5	Mono4
LOC374443	Mono4	Villani_S5	Mono4
ZNF44	Mono4	Villani_S5	Mono4
F2R	Mono4	Villani_S5	Mono4
TFDP2	Mono4	Villani_S5	Mono4
CEP78	Mono4	Villani_S5	Mono4
CXCR2	Mono4	Villani_S5	Mono4
G0S2	Mono4	Villani_S5	Mono4
GABARAPL1	Mono4	Villani_S5	Mono4
TUBD1	Mono4	Villani_S5	Mono4
PDPR	Mono4	Villani_S5	Mono4
DQ573668	Mono4	Villani_S5	Mono4
FXYD6-FXYD2	Mono4	Villani_S5	Mono4
BRF2	Mono4	Villani_S5	Mono4
SLAMF6	Mono4	Villani_S5	Mono4
CREM	Mono4	Villani_S5	Mono4
TGIF1	Mono4	Villani_S5	Mono4
SLFN5	Mono4	Villani_S5	Mono4
ARHGAP24	Mono4	Villani_S5	Mono4
ZMYM5	Mono4	Villani_S5	Mono4
ZNF276	Mono4	Villani_S5	Mono4
SUPV3L1	Mono4	Villani_S5	Mono4
FAM190B	Mono4	Villani_S5	Mono4
LPIN1	Mono4	Villani_S5	Mono4
FCGR3A	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
HLA-DRB4	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
AK307192	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
IFITM3	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
LOC200772	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
TMEM176B	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
RHOC	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
LY6E	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
FAM110A	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
MTSS1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
CTSL1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
TCF7L2	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
OAS1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
PLD4	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
SIDT2	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
FCGR2C	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
HSPA7	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
ABI3	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
SOD1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
HLA-DQA2	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
CD79B	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
WSB1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
HLA-H	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
MS4A4A	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
PTP4A3	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
NEURL	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
SH2D1B	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
TAGLN	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
ISG15	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
IFITM1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
INSIG1	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
DKFZP451J181	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
CDKN1C	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
IFIT3	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
CKB	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
TESC	DC4_MonoLo	Villani_S8	Higher in CD1C–CD141– (DC4) / Lower in  monocytes
RBM47	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ICAM1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FAM129A	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FCGR1A	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PYGL	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
DDIT4	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
HEXA	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
AL137655	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ACTN1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CD1D	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
B4GALT1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
DQ575504	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
LITAF	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
MXD1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
RAB27A	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
IRS2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
MILR1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
GCA	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PFKFB3	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
HIPK2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
IGF2R	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SLC27A1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SERINC5	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FNDC3B	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SLC12A6	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CCR1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
HPSE	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PLD3	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ASGR1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
KLRD1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
JARID2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
VNN2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
MEGF9	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FLOT1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
BAZ2B	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SULF2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
IER3	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
BST1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CPM	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PLAUR	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FAM198B	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
EMB	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
IL1B	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CDA	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
TPM4	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
GAS7	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PLP2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SMA	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
KCTD12	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PGD	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
QPCT	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ACSL1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PTPRE	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CXCR4	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CREB5	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ETS2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CAPG	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
LOC649305	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ANXA1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CD163	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
AQP9	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
STAB1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CD93	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SORL1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CRTAP	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
GM2A	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PTAFR	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
TNFAIP3	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
GPX1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
NCF1B	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CLEC4E	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
S100A12	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FPR1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PLBD1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
TREM1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
FKBP5	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
NLRP3	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PXN	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
PER1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CD99	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
HLA-DQB1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ALDH2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SLC2A3	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
SELL	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
LRP1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
BC013828	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
LAIR2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
ITGAM	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
S100A9	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
NAIP	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CSF3R	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
RPS26	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
MS4A6A	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
NCF1C	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
LGALS2	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CD36	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
NCF1	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
GRN	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
VCAN	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
S100A8	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
CD14	DC4Lo_MonoHi	Villani_S8	Lower in CD1C–CD141– (DC4) / Higher in  monocytes
HLA-DRB4	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
FCER1A	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DQA2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DQA1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DQB	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DPB1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DPB2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DPA1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
PLD4	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
NDRG2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
CD1C	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
CLEC10A	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DMA	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DRB6	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
DQ-A1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
SLC38A1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
PEBP1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
PPA1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
FABP5	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
GPR183	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HMGN1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
BHLHE40	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
TXN	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
RGS1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HLA-DOA	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
C1QBP	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
NR4A2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
MAP4K1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
SPINT2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
ADAM28	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
RETN	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
